"","trait_genetic_start","trait_genetic_end","trait","gene_ID","eQTL_chr","eQTL_genetic_start","eQTL_genetic_end","subject","AGI","At_symbol","trait_chrom","gene.chrom","gene.start","gene.end","B.napus_GO_term","GO_des"
"114",33,86,"Behenic_acid","BnaAnng37820D","chrA01",37,37,NA,NA,NA,"chrA01","Ann_random",42869105,42869404,NA,NA
"115",33,86,"Behenic_acid","BnaC01g05410D","chrA01",37,37,"AT4G33240.1","AT4G33240"," 1-phosphatidylinositol-4-phosphate 5-kinases;zinc ion binding;1-phosphatidylinositol-3-phosphate 5-kinases ","chrA01","C01",2862959,2865694,"GO:0005524;GO:0016307;GO:0044267;GO:0046488","ATP binding;phosphatidylinositol phosphate kinase activity;cellular protein metabolic process;phosphatidylinositol metabolic process"
"116",33,86,"Behenic_acid","BnaC01g05620D","chrA01",47,47,"AT4G32800.1","AT4G32800"," Integrase-type DNA-binding superfamily protein ","chrA01","C01",3001192,3001890,"GO:0003677;GO:0003700","DNA binding;transcription factor activity, sequence-specific DNA binding"
"117",33,86,"Behenic_acid","BnaC01g05670D","chrA01",66,66,"AT4G32720.1","AT4G32720"," La protein 1 ","chrA01","C01",3037066,3039576,"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0006396;GO:0030529","nucleotide binding;nucleic acid binding;RNA binding;nucleus;RNA processing;intracellular ribonucleoprotein complex"
"118",33,86,"Behenic_acid","BnaC01g05740D","chrA01",66,66,NA,NA,NA,"chrA01","C01",3065112,3066744,"GO:0005506;GO:0015671;GO:0019825;GO:0020037","iron ion binding;oxygen transport;oxygen binding;heme binding"
"119",33,86,"Behenic_acid","BnaC01g05990D","chrA01",38,38,"AT2G25610.1","AT2G25610"," ATPase, F0/V0 complex, subunit C protein ","chrA01","C01",3175451,3177537,"GO:0015078;GO:0015991","hydrogen ion transmembrane transporter activity;ATP hydrolysis coupled proton transport"
"120",33,86,"Behenic_acid","BnaC01g06160D","chrA01",47,47,"AT4G32340.1","AT4G32340"," Tetratricopeptide repeat (TPR)-like superfamily protein ","chrA01","C01",3240357,3242125,"GO:0005515","protein binding"
"121",33,86,"Behenic_acid","BnaC01g06350D","chrA01",50,50,"AT4G32120.1","AT4G32120"," Galactosyltransferase family protein ","chrA01","C01",3330555,3333328,"GO:0006486;GO:0008378;GO:0016020","protein glycosylation;galactosyltransferase activity;membrane"
"122",33,86,"Behenic_acid","BnaC01g07240D","chrA01",47,47,"AT4G31240.1","AT4G31240"," protein kinase C-like zinc finger protein ","chrA01","C01",3760893,3762343,"GO:0047134;GO:0055114","protein-disulfide reductase activity;oxidation-reduction process"
"123",33,86,"Behenic_acid","BnaC01g09460D","chrA01",76,76,"AT4G29040.1","AT4G29040"," regulatory particle AAA-ATPase 2A ","chrA01","C01",5519761,5523026,"GO:0000166;GO:0005524;GO:0005737;GO:0016787;GO:0017111;GO:0030163","nucleotide binding;ATP binding;cytoplasm;hydrolase activity;nucleoside-triphosphatase activity;protein catabolic process"
"124",33,86,"Behenic_acid","BnaC01g09710D","chrA01",68,68,"AT4G28770.2","AT4G28770"," Tetraspanin family protein ","chrA01","C01",5702095,5703739,"GO:0016021","integral component of membrane"
"125",33,86,"Behenic_acid","BnaC01g09880D","chrA01",68,68,"AT4G28540.1","AT4G28540"," casein kinase I-like 6 ","chrA01","C01",5821705,5825201,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"126",33,86,"Behenic_acid","BnaC01g10200D","chrA01",80,80,"AT4G17610.1","AT4G17610"," tRNA/rRNA methyltransferase (SpoU) family protein ","chrA01","C01",5980226,5989461,"GO:0003723;GO:0006396;GO:0008173","RNA binding;RNA processing;RNA methyltransferase activity"
"127",33,86,"Behenic_acid","BnaC01g13740D","chrA01",68,68,"AT4G22220.1","AT4G22220"," SufE/NifU family protein ","chrA01","C01",8972359,8974775,"GO:0005506;GO:0016226;GO:0051536","iron ion binding;iron-sulfur cluster assembly;iron-sulfur cluster binding"
"128",33,86,"Behenic_acid","BnaC02g30790D","chrA01",50,50,"AT5G44160.1","AT5G44160"," C2H2-like zinc finger protein ","chrA01","C02",32659056,32660858,NA,NA
"129",33,86,"Behenic_acid","BnaC02g37480D","chrA01",80,80,NA,NA,NA,"chrA01","C02",40347953,40356195,NA,NA
"130",33,86,"Behenic_acid","BnaC02g37730D","chrA01",50,50,"AT3G29160.1","AT3G29160"," SNF1 kinase homolog 11 ","chrA01","C02",40678917,40681701,"GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation"
"131",33,86,"Behenic_acid","BnaC02g42790D","chrA01",43,43,"AT5G47300.1","AT5G47300"," F-box and associated interaction domains-containing protein ","chrA01","C02",45240204,45241292,"GO:0005515","protein binding"
"132",33,86,"Behenic_acid","BnaC02g45750D","chrA01",80,80,"AT1G67400.1","AT1G67400"," ELMO/CED-12 family protein ","chrA01","C02_random",1543286,1544637,"GO:0005856;GO:0006909","cytoskeleton;phagocytosis"
"133",33,86,"Behenic_acid","BnaC03g02070D","chrA01",76,76,"AT5G05180.1","AT5G05180"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G10880.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). ","chrA01","C03",968546,969839,NA,NA
"134",33,86,"Behenic_acid","BnaC03g05070D","chrA01",77,77,"AT5G11810.1","AT5G11810"," unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). ","chrA01","C03",2444827,2446526,NA,NA
"135",33,86,"Behenic_acid","BnaC03g05610D","chrA01",77,77,"AT5G12440.1","AT5G12440"," CCCH-type zinc fingerfamily protein with RNA-binding domain ","chrA01","C03",2706981,2709103,"GO:0000166;GO:0003676","nucleotide binding;nucleic acid binding"
"136",33,86,"Behenic_acid","BnaC03g06220D","chrA01",77,77,"AT5G14060.1","AT5G14060"," Aspartate kinase family protein ","chrA01","C03",3014588,3018102,"GO:0004072;GO:0008152;GO:0008652;GO:0016597","aspartate kinase activity;metabolic process;cellular amino acid biosynthetic process;amino acid binding"
"137",33,86,"Behenic_acid","BnaC03g08230D","chrA01",80,80,NA,NA,NA,"chrA01","C03",3885538,3886547,NA,NA
"138",33,86,"Behenic_acid","BnaC03g11090D","chrA01",83,83,"AT5G22980.1","AT5G22980"," serine carboxypeptidase-like 47 ","chrA01","C03",5403974,5406129,"GO:0004185;GO:0006508","serine-type carboxypeptidase activity;proteolysis"
"139",33,86,"Behenic_acid","BnaC03g19730D","chrA01",45,45,"AT3G16580.1","AT3G16580"," F-box and associated interaction domains-containing protein ","chrA01","C03",10306078,10307125,"GO:0005515","protein binding"
"140",33,86,"Behenic_acid","BnaC03g29090D","chrA01",44,44,"AT4G10640.1","AT4G10640"," IQ-domain 16 ","chrA01","C03",17333474,17336300,"GO:0005515","protein binding"
"141",33,86,"Behenic_acid","BnaC03g39290D","chrA01",80,80,"AT3G15820.1","AT3G15820"," phosphatidic acid phosphatase-related / PAP2-related ","chrA01","C03",24277801,24284445,NA,NA
"142",33,86,"Behenic_acid","BnaC03g42360D","chrA01",79,79,"AT3G21750.1","AT3G21750"," UDP-glucosyl transferase 71B1 ","chrA01","C03",27112696,27114474,"GO:0008152","metabolic process"
"143",33,86,"Behenic_acid","BnaC04g03650D","chrA01",50,50,NA,NA,NA,"chrA01","C04",2617170,2619077,NA,NA
"144",33,86,"Behenic_acid","BnaC04g03850D","chrA01",44,44,"AT2G44560.1","AT2G44560"," glycosyl hydrolase 9B11 ","chrA01","C04",2842404,2844389,"GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process"
"145",33,86,"Behenic_acid","BnaC05g05210D","chrA01",82,82,"AT1G07480.1","AT1G07480"," Transcription factor IIA, alpha/beta subunit ","chrA01","C05",2527056,2529452,"GO:0005672;GO:0006367","transcription factor TFIIA complex;transcription initiation from RNA polymerase II promoter"
"146",33,86,"Behenic_acid","BnaC05g09140D","chrA01",46,46,"AT1G13000.1","AT1G13000"," Protein of unknown function (DUF707) ","chrA01","C05",4918183,4925109,NA,NA
"147",33,86,"Behenic_acid","BnaC05g17680D","chrA01",37,37,NA,NA,NA,"chrA01","C05",11395548,11398784,NA,NA
"148",33,86,"Behenic_acid","BnaC05g23210D","chrA01",78,78,"AT1G30330.2","AT1G30330"," auxin response factor 6 ","chrA01","C05",17324518,17328541,"GO:0003677;GO:0005634;GO:0009725;GO:0046983","DNA binding;nucleus;response to hormone;protein dimerization activity"
"149",33,86,"Behenic_acid","BnaC05g32510D","chrA01",44,44,"AT3G20015.1","AT3G20015"," Eukaryotic aspartyl protease family protein ","chrA01","C05",32087816,32089433,"GO:0004190;GO:0006508","aspartic-type endopeptidase activity;proteolysis"
"150",33,86,"Behenic_acid","BnaC05g39910D","chrA01",79,79,NA,NA,NA,"chrA01","C05",38279498,38280023,NA,NA
"151",33,86,"Behenic_acid","BnaC06g19080D","chrA01",33,33,"AT1G80270.1","AT1G80270"," PENTATRICOPEPTIDE REPEAT 596 ","chrA01","C06",21454058,21458884,"GO:0000226;GO:0000922;GO:0005515;GO:0005815","microtubule cytoskeleton organization;spindle pole;protein binding;microtubule organizing center"
"152",33,86,"Behenic_acid","BnaC06g23510D","chrA01",33,33,"AT1G73655.1","AT1G73655"," FKBP-like peptidyl-prolyl cis-trans isomerase family protein ","chrA01","C06",25319899,25321002,"GO:0006457","protein folding"
"153",33,86,"Behenic_acid","BnaC06g29160D","chrA01",35,35,"AT1G68010.2","AT1G68010"," hydroxypyruvate reductase ","chrA01","C06",30211211,30218688,"GO:0000166;GO:0008152;GO:0048037;GO:0051287;GO:0055114","nucleotide binding;metabolic process;cofactor binding;NAD binding;oxidation-reduction process"
"154",33,86,"Behenic_acid","BnaC07g09420D","chrA01",38,38,"AT1G29880.1","AT1G29880"," glycyl-tRNA synthetase / glycine--tRNA ligase ","chrA01","C07",14716618,14720124,"GO:0000166;GO:0004812;GO:0004820;GO:0005524;GO:0005737;GO:0006418;GO:0006426","nucleotide binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;glycyl-tRNA aminoacylation"
"155",33,86,"Behenic_acid","BnaC07g10240D","chrA01",46,46,"AT1G28570.1","AT1G28570"," SGNH hydrolase-type esterase superfamily protein ","chrA01","C07",15758877,15760680,"GO:0006629;GO:0016787","lipid metabolic process;hydrolase activity"
"156",33,86,"Behenic_acid","BnaC07g47450D","chrA01",79,79,"AT4G39000.1","AT4G39000"," glycosyl hydrolase 9B17 ","chrA01","C07",44661277,44663478,"GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process"
"157",33,86,"Behenic_acid","BnaC08g10780D","chrA01",46,46,NA,NA,NA,"chrA01","C08",16211301,16211459,NA,NA
"158",33,86,"Behenic_acid","BnaC08g31820D","chrA01",80,80,"AT3G61900.1","AT3G61900"," SAUR-like auxin-responsive protein family  ","chrA01","C08",31065942,31066584,NA,NA
"159",33,86,"Behenic_acid","BnaC08g40790D","chrA01",46,46,NA,NA,NA,"chrA01","C08",35836627,35837986,NA,NA
"160",33,86,"Behenic_acid","BnaC08g41710D","chrA01",80,80,"AT1G12220.1","AT1G12220"," Disease resistance protein (CC-NBS-LRR class) family ","chrA01","C08",36208702,36211524,"GO:0006952;GO:0043531","defense response;ADP binding"
"161",33,86,"Behenic_acid","BnaC09g09400D","chrA01",44,44,"AT2G17510.2","AT2G17510"," ribonuclease II family protein ","chrA01","C09",6097909,6104463,"GO:0003723;GO:0004540","RNA binding;ribonuclease activity"
"162",33,86,"Behenic_acid","BnaC09g10310D","chrA01",43,43,"AT2G20250.1","AT2G20250"," unknown protein; Has 10 Blast hits to 10 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 2; Plants - 8; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). ","chrA01","C09",6951048,6953439,NA,NA
"163",33,86,"Behenic_acid","BnaCnng11700D","chrA01",84,84,"AT1G54450.1","AT1G54450"," Calcium-binding EF-hand family protein ","chrA01","Cnn_random",11122289,11125664,"GO:0005509","calcium ion binding"
"164",33,86,"Behenic_acid","BnaCnng42480D","chrA01",36,36,"AT5G17770.1","AT5G17770"," NADH:cytochrome B5 reductase 1 ","chrA01","Cnn_random",41585959,41587490,"GO:0016491;GO:0055114","oxidoreductase activity;oxidation-reduction process"
"165",33,86,"Behenic_acid","BnaCnng43100D","chrA01",47,47,"AT2G18230.1","AT2G18230"," pyrophosphorylase 2 ","chrA01","Cnn_random",42262064,42263927,"GO:0000287;GO:0004427;GO:0005737;GO:0006796","magnesium ion binding;inorganic diphosphatase activity;cytoplasm;phosphate-containing compound metabolic process"
"166",33,86,"Behenic_acid","BnaCnng74320D","chrA01",33,33,"AT4G24060.1","AT4G24060"," Dof-type zinc finger DNA-binding family protein ","chrA01","Cnn_random",75183551,75185229,"GO:0003677;GO:0008270","DNA binding;zinc ion binding"
"167",33,86,"Behenic_acid","BnaUnng02750D","chrA01",48,48,"AT5G20930.1","AT5G20930"," Protein kinase superfamily protein ","chrA01","Unn_random",3827032,3830207,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"168",32,33,"Behenic_acid","BnaA01g05090D","chrA08",33,33,"AT4G31750.1","AT4G31750"," HOPW1-1-interacting 2 ","chrA08","A01",2385599,2388187,"GO:0003824;GO:0004722;GO:0006470","catalytic activity;protein serine/threonine phosphatase activity;protein dephosphorylation"
"169",32,33,"Behenic_acid","BnaA08g30050D","chrA08",33,33,"AT1G32550.2","AT1G32550"," 2Fe-2S ferredoxin-like superfamily protein ","chrA08","A08_random",1203181,1204850,"GO:0009055;GO:0022900;GO:0051536","electron carrier activity;electron transport chain;iron-sulfur cluster binding"
"170",32,33,"Behenic_acid","BnaAnng19130D","chrA08",32,32,"AT4G17330.1","AT4G17330"," G2484-1 protein ","chrA08","Ann_random",20494595,20497369,NA,NA
"171",32,33,"Behenic_acid","BnaAnng27600D","chrA08",32,32,"AT4G16510.1","AT4G16510"," YbaK/aminoacyl-tRNA synthetase-associated domain ","chrA08","Ann_random",31524508,31526492,"GO:0002161","aminoacyl-tRNA editing activity"
"172",32,33,"Behenic_acid","BnaC03g55570D","chrA08",32,32,"AT4G14455.1","AT4G14455"," Target SNARE coiled-coil domain protein ","chrA08","C03",44560576,44561647,NA,NA
"173",32,33,"Behenic_acid","BnaC03g62640D","chrA08",33,33,NA,NA,NA,"chrA08","C03",51761205,51761969,NA,NA
"174",32,33,"Behenic_acid","BnaC08g11070D","chrA08",32,32,"AT4G17870.1","AT4G17870"," Polyketide cyclase/dehydrase and lipid transport superfamily protein ","chrA08","C08",16446008,16446877,NA,NA
"175",167,180,"Behenic_acid","BnaA02g29910D","chrC03",167,167,"AT3G29575.1","AT3G29575"," ABI five binding protein 3 ","chrC03","A02",21732623,21733490,NA,NA
"176",167,180,"Behenic_acid","BnaA03g08390D","chrC03",172,172,"AT5G22090.1","AT5G22090"," Protein of unknown function (DUF3049) ","chrC03","A03",3784974,3788549,NA,NA
"177",167,180,"Behenic_acid","BnaA03g51370D","chrC03",176,176,"AT4G31210.1","AT4G31210"," DNA topoisomerase, type IA, core ","chrC03","A03",26663427,26670132,"GO:0003677;GO:0003916;GO:0003917;GO:0005694;GO:0006265","DNA binding;DNA topoisomerase activity;DNA topoisomerase type I activity;chromosome;DNA topological change"
"178",167,180,"Behenic_acid","BnaA04g10570D","chrC03",167,167,"AT5G40740.1","AT5G40740"," unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrC03","A04",9262667,9266943,NA,NA
"179",167,180,"Behenic_acid","BnaA05g04200D","chrC03",175,175,"AT2G44640.1","AT2G44640"," FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast, plasma membrane, plastid, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3769 (InterPro:IPR022244); BEST Arabidopsis thaliana protein match is: pigment defective 320 (TAIR:AT3G06960.1); Has 49 Blast hits to 48 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). ","chrC03","A05",2268355,2270818,NA,NA
"180",167,180,"Behenic_acid","BnaA05g12470D","chrC03",180,180,"AT2G29570.1","AT2G29570"," proliferating cell nuclear antigen 2 ","chrC03","A05",7219415,7220744,"GO:0003677;GO:0006275;GO:0030337;GO:0043626","DNA binding;regulation of DNA replication;DNA polymerase processivity factor activity;PCNA complex"
"181",167,180,"Behenic_acid","BnaA05g12830D","chrC03",173,173,"AT4G19645.1","AT4G19645"," TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein ","chrC03","A05",7489974,7491828,"GO:0016021","integral component of membrane"
"182",167,180,"Behenic_acid","BnaA05g32200D","chrC03",167,167,NA,NA,NA,"chrC03","A05",22086560,22088107,NA,NA
"183",167,180,"Behenic_acid","BnaA06g26230D","chrC03",179,179,"AT5G23530.1","AT5G23530"," carboxyesterase 18 ","chrC03","A06",18081869,18082876,"GO:0008152;GO:0016787","metabolic process;hydrolase activity"
"184",167,180,"Behenic_acid","BnaA07g05080D","chrC03",178,178,"AT3G25100.1","AT3G25100"," cell division cycle 45 ","chrC03","A07",5489430,5491175,"GO:0006270","DNA replication initiation"
"185",167,180,"Behenic_acid","BnaA07g23250D","chrC03",180,180,NA,NA,NA,"chrC03","A07",17520922,17521376,"GO:0005215;GO:0006810;GO:0016020","transporter activity;transport;membrane"
"186",167,180,"Behenic_acid","BnaA08g09180D","chrC03",171,171,"AT4G19410.1","AT4G19410"," Pectinacetylesterase family protein ","chrC03","A08",8827288,8838229,NA,NA
"187",167,180,"Behenic_acid","BnaA08g09450D","chrC03",173,173,"AT5G44500.1","AT5G44500"," Small nuclear ribonucleoprotein family protein ","chrC03","A08",9049103,9050625,NA,NA
"188",167,180,"Behenic_acid","BnaA08g09780D","chrC03",176,176,"AT4G21192.1","AT4G21192"," Cytochrome c oxidase biogenesis protein Cmc1-like ","chrC03","A08",9272145,9272812,NA,NA
"189",167,180,"Behenic_acid","BnaA08g15040D","chrC03",167,167,"AT4G23630.1","AT4G23630"," VIRB2-interacting protein 1 ","chrC03","A08",12574643,12576111,"GO:0005783","endoplasmic reticulum"
"190",167,180,"Behenic_acid","BnaA08g16060D","chrC03",167,167,"AT4G40080.1","AT4G40080"," ENTH/ANTH/VHS superfamily protein ","chrC03","A08",13236591,13237890,"GO:0005543","phospholipid binding"
"191",167,180,"Behenic_acid","BnaA08g27750D","chrC03",173,173,"AT1G04220.1","AT1G04220"," 3-ketoacyl-CoA synthase 2 ","chrC03","A08",18397388,18397933,"GO:0003824;GO:0008152;GO:0008610","catalytic activity;metabolic process;lipid biosynthetic process"
"192",167,180,"Behenic_acid","BnaA10g13430D","chrC03",176,176,"AT4G34590.1","AT4G34590"," G-box binding factor 6 ","chrC03","A10",10798038,10798466,"GO:0003700;GO:0043565","transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding"
"193",167,180,"Behenic_acid","BnaAnng19250D","chrC03",169,169,"AT4G37790.1","AT4G37790"," Homeobox-leucine zipper protein family ","chrC03","Ann_random",20681821,20683104,"GO:0003677;GO:0003700;GO:0005634;GO:0043565","DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;sequence-specific DNA binding"
"194",167,180,"Behenic_acid","BnaAnng21080D","chrC03",167,167,"AT4G36760.1","AT4G36760"," aminopeptidase P1 ","chrC03","Ann_random",23408405,23412429,"GO:0009987;GO:0016787","cellular process;hydrolase activity"
"195",167,180,"Behenic_acid","BnaC01g16440D","chrC03",175,175,"AT4G24580.1","AT4G24580"," Rho GTPase activation protein (RhoGAP) with PH domain ","chrC03","C01",11272279,11278215,"GO:0005515;GO:0005543;GO:0005622;GO:0007165","protein binding;phospholipid binding;intracellular;signal transduction"
